Generacion: 1 totalA:252
N		 inicial		Aptitud		seleccion		cruza		mutacion		
1		11110			24.70			10011			10101			10101		
2		10010			10.41			00101			00011			00011		
3		10110			8.54			00010			00100			00100		
4		10100			5.15			10100			10010			10010		
5		10101			5.64			11100			11100			11100		
6		10000			6.42			00100			00100			01100		
7		00101			0.00			11011			11001			11001		
8		00100			0.80			11001			11011			11011		
9		00010			1.03			00111			00100			00100		
10		11011			7.44			01100			01111			01111		
11		10111			15.60			10010			10100			10100		
12		00010			1.03			01100			01010			01010		
13		10001			11.55			11011			11100			11101		
14		10000			6.42			00100			00011			00011		
15		11001			10.71			10011			10010			10010		
16		10010			10.41			01010			01011			01011		
17		00111			0.75			00101			00010			00011		
18		10000			6.42			00010			00101			00101		
19		10011			6.51			00100			00011			00011		
20		01100			4.78			11011			11100			11100		
21		11010			7.60			00111			00100			00100		
22		11101			17.96			01100			01111			01111		
23		00100			0.80			00100			00011			00011		
24		11011			7.44			10011			10100			10100		
25		10011			6.51			00101			00100			00100		
26		11110			24.70			00100			00101			00101		
27		11111			16.29			00111			00100			00100		
28		11011			7.44			00100			00111			00111		
29		01010			3.43			00100			00111			00111		
30		01100			4.78			00111			00100			00100		
31		11100			10.13			00100			00100			00100		
32		00100			0.80			00100			00100			00100		
Generacion: 2 totalA:127
N		 inicial		Aptitud		seleccion		cruza		mutacion		
1		00011			0.93			00011			00100			00100		
2		10101			5.64			00100			00011			00011		
3		11011			7.44			01100			01001			01001		
4		00011			0.93			11001			11100			11100		
5		00011			0.93			01111			01010			01010		
6		10010			10.41			01010			01111			01111		
7		11001			10.71			00011			00011			00011		
8		00100			0.80			01011			01011			01011		
9		11100			10.13			00101			00100			00100		
10		11101			17.96			11100			11101			11101		
11		00100			0.80			00100			00011			00011		
12		11100			10.13			00011			00100			00100		
13		01111			3.77			00101			00111			10111		
14		00101			0.00			00111			00101			00101		
15		00100			0.80			00111			00100			00100		
16		00100			0.80			00100			00111			00111		
17		00111			0.75			00011			00100			00101		
18		00100			0.80			01100			01011			01011		
19		00100			0.80			01010			01011			01011		
20		10100			5.15			00011			00010			00010		
21		00100			0.80			11100			11011			11111		
22		01010			3.43			00011			00100			00100		
23		00100			0.80			00101			00111			00111		
24		00011			0.93			00111			00101			00101		
25		00101			0.00			00011			00011			00011		
26		10010			10.41			00011			00011			00011		
27		00011			0.93			00011			00101			00101		
28		00111			0.75			00101			00011			00011		
29		10100			5.15			00011			00011			00011		
30		01011			6.00			00011			00011			00011		
31		01100			4.78			00011			00100			00100		
32		01111			3.77			00100			00011			00011		
Generacion: 3 totalA:102
N		 inicial		Aptitud		seleccion		cruza		mutacion		
1		01011			6.00			00100			00001			00001		
2		01001			1.66			01001			01100			01100		
3		00011			0.93			01010			01011			01011		
4		01111			3.77			00011			00010			00010		
5		00011			0.93			11101			11011			11011		
6		00011			0.93			00011			00101			00101		
7		00100			0.80			00101			00111			00111		
8		00011			0.93			00111			00101			00101		
9		00010			1.03			00101			00010			00010		
10		11101			17.96			00010			00101			00101		
11		11111			16.29			11111			11101			11101		
12		00100			0.80			00101			00111			00111		
13		00101			0.00			00011			00101			10101		
14		01011			6.00			00101			00011			00011		
15		10111			15.60			00011			00100			00100		
16		00011			0.93			00100			00011			00011		
17		00111			0.75			00100			00010			00011		
18		01010			3.43			01010			01100			01100		
19		00011			0.93			00011			00101			00101		
20		00100			0.80			00101			00011			00011		
21		00011			0.93			00101			00111			01111		
22		00101			0.00			11111			11101			11101		
23		00101			0.00			00011			00100			00100		
24		00100			0.80			00100			00011			00011		
25		00101			0.00			00100			00101			00101		
26		00011			0.93			00101			00100			00100		
27		00100			0.80			00101			00100			00100		
28		00011			0.93			00100			00101			00101		
29		00100			0.80			00101			00100			00100		
30		00111			0.75			00100			00101			00101		
31		11100			10.13			00100			00100			00100		
32		01011			6.00			00100			00100			00100		
Generacion: 4 totalA:83
N		 inicial		Aptitud		seleccion		cruza		mutacion		
1		00011			0.93			00001			00010			00010		
2		00001			1.41			00010			00001			00001		
3		00101			0.00			00101			00111			00111		
4		00100			0.80			00111			00101			00101		
5		01100			4.78			00010			00111			00111		
6		00010			1.03			00111			00010			00010		
7		00111			0.75			00011			00100			00100		
8		00101			0.00			00100			00011			00011		
9		11011			7.44			00011			00011			00011		
10		10101			5.64			00011			00011			00011		
11		01111			3.77			01111			01100			01100		
12		00011			0.93			00100			00111			00111		
13		00101			0.00			00101			00101			00101		
14		01100			4.78			00101			00101			00101		
15		00101			0.00			00101			00100			00100		
16		00100			0.80			00100			00101			00101		
17		00101			0.00			00001			00101			00111		
18		01011			6.00			00101			00001			00001		
19		00100			0.80			00111			00100			00100		
20		00011			0.93			00100			00111			01111		
21		00100			0.80			00011			00111			00111		
22		00111			0.75			01111			01011			01011		
23		00010			1.03			00101			00101			00101		
24		00101			0.00			00101			00101			00101		
25		00100			0.80			00101			00111			00111		
26		00100			0.80			00111			00101			00101		
27		00011			0.93			00011			00101			00101		
28		00100			0.80			00101			00011			00011		
29		11101			17.96			00111			00011			00111		
30		00011			0.93			00011			00111			00111		
31		00101			0.00			00111			00111			00111		
32		11101			17.96			00111			00111			00111		
Generacion: 5 totalA:33
N		 inicial		Aptitud		seleccion		cruza		mutacion		
1		00111			0.75			00010			00101			00101		
2		00100			0.80			00101			00010			00010		
3		00111			0.75			00010			00011			00011		
4		00001			1.41			00011			00010			00010		
5		00101			0.00			00011			00111			00111		
6		00111			0.75			00111			00011			00011		
7		00010			1.03			00101			00101			00101		
8		01011			6.00			00101			00101			00101		
9		00001			1.41			00001			00100			00100		
10		00111			0.75			00100			00001			00001		
11		01100			4.78			00111			00101			00101		
12		00101			0.00			00101			00111			00111		
13		00111			0.75			00101			00101			00101		
14		00101			0.00			00101			00101			00101		
15		00100			0.80			00111			00111			00111		
16		00101			0.00			00111			00111			00111		
17		01111			3.77			00101			00011			10011		
18		00100			0.80			00011			00101			00101		
19		00011			0.93			00111			00101			00101		
20		00111			0.75			00101			00111			00111		
21		00101			0.00			00001			00101			01101		
22		00111			0.75			00101			00001			00001		
23		00010			1.03			00101			00111			00111		
24		00111			0.75			00111			00101			01101		
25		00011			0.93			00101			00101			00101		
26		00011			0.93			00101			00101			00101		
27		00011			0.93			00101			00111			00111		
28		00101			0.00			00111			00101			00101		
29		00111			0.75			00101			00101			00101		
30		00101			0.00			00101			00101			00101		
31		00111			0.75			00101			00101			00101		
32		00101			0.00			00101			00101			00101		
Generacion: 6 totalA:25
N		 inicial		Aptitud		seleccion		cruza		mutacion		
1		00010			1.03			00101			00010			00010		
2		00101			0.00			00010			00101			00101		
3		00101			0.00			00011			00101			00101		
4		00001			1.41			00101			00011			00011		
5		00111			0.75			00100			00101			00101		
6		00101			0.00			00101			00100			00100		
7		01101			3.31			00101			00111			00111		
8		00111			0.75			00111			00101			00101		
9		10011			6.51			00101			00101			00101		
10		00011			0.93			00101			00101			00101		
11		00101			0.00			00001			00111			00111		
12		00100			0.80			00111			00001			00001		
13		00111			0.75			00101			00111			00111		
14		00101			0.00			00111			00101			00101		
15		00101			0.00			00101			00101			00101		
16		00001			1.41			00101			00101			00101		
17		00101			0.00			00101			00101			00111		
18		00101			0.00			00101			00101			00101		
19		00101			0.00			00100			00111			00111		
20		00101			0.00			00111			00100			00100		
21		00101			0.00			00101			00111			00111		
22		00111			0.75			00111			00101			00101		
23		00111			0.75			00101			00101			00101		
24		00101			0.00			00101			00101			01101		
25		00101			0.00			00101			00111			00111		
26		01101			3.31			00111			00101			00101		
27		00111			0.75			00111			00101			00101		
28		00010			1.03			00101			00111			00111		
29		00011			0.93			00101			00101			01101		
30		00101			0.00			00101			00101			00101		
31		00101			0.00			00101			00101			00101		
32		00111			0.75			00101			00101			00101		
Generacion: 7 totalA:17
N		 inicial		Aptitud		seleccion		cruza		mutacion		
1		00101			0.00			00101			00011			00011		
2		00101			0.00			00011			00101			00101		
3		00111			0.75			00100			00101			00101		
4		00101			0.00			00101			00100			00100		
5		00001			1.41			00101			00111			00111		
6		00101			0.00			00111			00101			00101		
7		01101			3.31			00101			00101			00101		
8		00101			0.00			00101			00101			00101		
9		00111			0.75			00101			00111			00111		
10		00101			0.00			00111			00101			00101		
11		00101			0.00			00101			00101			00101		
12		00101			0.00			00101			00101			00101		
13		00101			0.00			00101			00111			00111		
14		00111			0.75			00111			00101			00101		
15		00111			0.75			00101			00101			00101		
16		00101			0.00			00101			00101			00101		
17		00111			0.75			00101			00101			00111		
18		00111			0.75			00101			00101			00101		
19		00111			0.75			00111			00101			00101		
20		00010			1.03			00101			00111			00111		
21		00101			0.00			00101			00101			00101		
